time,LowerSetp[nZ],UpperSetp[nZ],LowerSetp[sZ],UpperSetp[sZ],UpperCO2[nZ],UpperCO2[sZ]
29465100,289.15,303.15,289.15,303.15,900,900
29466000,289.15,303.15,289.15,303.15,900,900
29466900,289.15,303.15,289.15,303.15,900,900
29467800,289.15,303.15,289.15,303.15,900,900
29468700,289.15,303.15,289.15,303.15,900,900
29469600,289.15,303.15,289.15,303.15,900,900
29470500,289.15,303.15,289.15,303.15,900,900
29471400,289.15,303.15,289.15,303.15,900,900
29472300,289.15,303.15,289.15,303.15,900,900
29473200,289.15,303.15,289.15,303.15,900,900
29474100,289.15,303.15,289.15,303.15,900,900
29475000,289.15,303.15,289.15,303.15,900,900
29475900,289.15,303.15,289.15,303.15,900,900
29476800,289.15,303.15,289.15,303.15,900,900
29477700,289.15,303.15,289.15,303.15,900,900
29478600,289.15,303.15,289.15,303.15,900,900
29479500,289.15,303.15,289.15,303.15,900,900
29480400,289.15,303.15,289.15,303.15,900,900
29481300,289.15,303.15,289.15,303.15,900,900
29482200,289.15,303.15,289.15,303.15,900,900
29483100,289.15,303.15,289.15,303.15,900,900
29484000,289.15,303.15,289.15,303.15,900,900
29484900,289.15,303.15,289.15,303.15,900,900
29485800,289.15,303.15,289.15,303.15,900,900
29486700,289.15,303.15,289.15,303.15,900,900
29487600,294.15,298.15,294.15,298.15,900,900
29488500,294.15,298.15,294.15,298.15,900,900
29489400,294.15,298.15,294.15,298.15,900,900
29490300,294.15,298.15,294.15,298.15,900,900
29491200,294.15,298.15,294.15,298.15,900,900
29492100,294.15,298.15,294.15,298.15,900,900
29493000,294.15,298.15,294.15,298.15,900,900
29493900,294.15,298.15,294.15,298.15,900,900
29494800,294.15,298.15,294.15,298.15,900,900
29495700,294.15,298.15,294.15,298.15,900,900
29496600,294.15,298.15,294.15,298.15,900,900
29497500,294.15,298.15,294.15,298.15,900,900
29498400,294.15,298.15,294.15,298.15,900,900
29499300,294.15,298.15,294.15,298.15,900,900
29500200,294.15,298.15,294.15,298.15,900,900
29501100,294.15,298.15,294.15,298.15,900,900
29502000,294.15,298.15,294.15,298.15,900,900
29502900,294.15,298.15,294.15,298.15,900,900
29503800,294.15,298.15,294.15,298.15,900,900
29504700,294.15,298.15,294.15,298.15,900,900
29505600,294.15,298.15,294.15,298.15,900,900
29506500,294.15,298.15,294.15,298.15,900,900
29507400,294.15,298.15,294.15,298.15,900,900
29508300,294.15,298.15,294.15,298.15,900,900
29509200,294.15,298.15,294.15,298.15,900,900
29510100,294.15,298.15,294.15,298.15,900,900
29511000,294.15,298.15,294.15,298.15,900,900
29511900,294.15,298.15,294.15,298.15,900,900
29512800,294.15,298.15,294.15,298.15,900,900
29513700,294.15,298.15,294.15,298.15,900,900
29514600,294.15,298.15,294.15,298.15,900,900
29515500,294.15,298.15,294.15,298.15,900,900
29516400,294.15,298.15,294.15,298.15,900,900
29517300,294.15,298.15,294.15,298.15,900,900
29518200,294.15,298.15,294.15,298.15,900,900
29519100,294.15,298.15,294.15,298.15,900,900
29520000,294.15,298.15,294.15,298.15,900,900
29520900,294.15,298.15,294.15,298.15,900,900
29521800,294.15,298.15,294.15,298.15,900,900
29522700,294.15,298.15,294.15,298.15,900,900
29523600,294.15,298.15,294.15,298.15,900,900
29524500,294.15,298.15,294.15,298.15,900,900
29525400,294.15,298.15,294.15,298.15,900,900
29526300,294.15,298.15,294.15,298.15,900,900
29527200,294.15,298.15,294.15,298.15,900,900
29528100,294.15,298.15,294.15,298.15,900,900
29529000,294.15,298.15,294.15,298.15,900,900
29529900,294.15,298.15,294.15,298.15,900,900
29530800,289.15,303.15,289.15,303.15,900,900
29531700,289.15,303.15,289.15,303.15,900,900
29532600,289.15,303.15,289.15,303.15,900,900
29533500,289.15,303.15,289.15,303.15,900,900
29534400,289.15,303.15,289.15,303.15,900,900
29535300,289.15,303.15,289.15,303.15,900,900
29536200,289.15,303.15,289.15,303.15,900,900
29537100,289.15,303.15,289.15,303.15,900,900
29538000,289.15,303.15,289.15,303.15,900,900
29538900,289.15,303.15,289.15,303.15,900,900
29539800,289.15,303.15,289.15,303.15,900,900
29540700,289.15,303.15,289.15,303.15,900,900
29541600,289.15,303.15,289.15,303.15,900,900
29542500,289.15,303.15,289.15,303.15,900,900
29543400,289.15,303.15,289.15,303.15,900,900
29544300,289.15,303.15,289.15,303.15,900,900
29545200,289.15,303.15,289.15,303.15,900,900
29546100,289.15,303.15,289.15,303.15,900,900
29547000,289.15,303.15,289.15,303.15,900,900
29547900,289.15,303.15,289.15,303.15,900,900
29548800,289.15,303.15,289.15,303.15,900,900
29549700,289.15,303.15,289.15,303.15,900,900
29550600,289.15,303.15,289.15,303.15,900,900
29551500,289.15,303.15,289.15,303.15,900,900
29552400,289.15,303.15,289.15,303.15,900,900
29553300,289.15,303.15,289.15,303.15,900,900
29554200,289.15,303.15,289.15,303.15,900,900
29555100,289.15,303.15,289.15,303.15,900,900
29556000,289.15,303.15,289.15,303.15,900,900
29556900,289.15,303.15,289.15,303.15,900,900
29557800,289.15,303.15,289.15,303.15,900,900
29558700,289.15,303.15,289.15,303.15,900,900
29559600,289.15,303.15,289.15,303.15,900,900
29560500,289.15,303.15,289.15,303.15,900,900
29561400,289.15,303.15,289.15,303.15,900,900
29562300,289.15,303.15,289.15,303.15,900,900
29563200,289.15,303.15,289.15,303.15,900,900
29564100,289.15,303.15,289.15,303.15,900,900
29565000,289.15,303.15,289.15,303.15,900,900
29565900,289.15,303.15,289.15,303.15,900,900
29566800,289.15,303.15,289.15,303.15,900,900
29567700,289.15,303.15,289.15,303.15,900,900
29568600,289.15,303.15,289.15,303.15,900,900
29569500,289.15,303.15,289.15,303.15,900,900
29570400,289.15,303.15,289.15,303.15,900,900
29571300,289.15,303.15,289.15,303.15,900,900
29572200,289.15,303.15,289.15,303.15,900,900
29573100,289.15,303.15,289.15,303.15,900,900
29574000,294.15,298.15,294.15,298.15,900,900
29574900,294.15,298.15,294.15,298.15,900,900
29575800,294.15,298.15,294.15,298.15,900,900
29576700,294.15,298.15,294.15,298.15,900,900
29577600,294.15,298.15,294.15,298.15,900,900
29578500,294.15,298.15,294.15,298.15,900,900
29579400,294.15,298.15,294.15,298.15,900,900
29580300,294.15,298.15,294.15,298.15,900,900
29581200,294.15,298.15,294.15,298.15,900,900
29582100,294.15,298.15,294.15,298.15,900,900
29583000,294.15,298.15,294.15,298.15,900,900
29583900,294.15,298.15,294.15,298.15,900,900
29584800,294.15,298.15,294.15,298.15,900,900
29585700,294.15,298.15,294.15,298.15,900,900
29586600,294.15,298.15,294.15,298.15,900,900
29587500,294.15,298.15,294.15,298.15,900,900
29588400,294.15,298.15,294.15,298.15,900,900
29589300,294.15,298.15,294.15,298.15,900,900
29590200,294.15,298.15,294.15,298.15,900,900
29591100,294.15,298.15,294.15,298.15,900,900
29592000,294.15,298.15,294.15,298.15,900,900
29592900,294.15,298.15,294.15,298.15,900,900
29593800,294.15,298.15,294.15,298.15,900,900
29594700,294.15,298.15,294.15,298.15,900,900
29595600,294.15,298.15,294.15,298.15,900,900
29596500,294.15,298.15,294.15,298.15,900,900
29597400,294.15,298.15,294.15,298.15,900,900
29598300,294.15,298.15,294.15,298.15,900,900
29599200,294.15,298.15,294.15,298.15,900,900
29600100,294.15,298.15,294.15,298.15,900,900
29601000,294.15,298.15,294.15,298.15,900,900
29601900,294.15,298.15,294.15,298.15,900,900
29602800,294.15,298.15,294.15,298.15,900,900
29603700,294.15,298.15,294.15,298.15,900,900
29604600,294.15,298.15,294.15,298.15,900,900
29605500,294.15,298.15,294.15,298.15,900,900
29606400,294.15,298.15,294.15,298.15,900,900
29607300,294.15,298.15,294.15,298.15,900,900
29608200,294.15,298.15,294.15,298.15,900,900
29609100,294.15,298.15,294.15,298.15,900,900
29610000,294.15,298.15,294.15,298.15,900,900
29610900,294.15,298.15,294.15,298.15,900,900
29611800,294.15,298.15,294.15,298.15,900,900
29612700,294.15,298.15,294.15,298.15,900,900
29613600,294.15,298.15,294.15,298.15,900,900
29614500,294.15,298.15,294.15,298.15,900,900
29615400,294.15,298.15,294.15,298.15,900,900
29616300,294.15,298.15,294.15,298.15,900,900
29617200,289.15,303.15,289.15,303.15,900,900
29618100,289.15,303.15,289.15,303.15,900,900
29619000,289.15,303.15,289.15,303.15,900,900
29619900,289.15,303.15,289.15,303.15,900,900
29620800,289.15,303.15,289.15,303.15,900,900
29621700,289.15,303.15,289.15,303.15,900,900
29622600,289.15,303.15,289.15,303.15,900,900
29623500,289.15,303.15,289.15,303.15,900,900
29624400,289.15,303.15,289.15,303.15,900,900
29625300,289.15,303.15,289.15,303.15,900,900
29626200,289.15,303.15,289.15,303.15,900,900
29627100,289.15,303.15,289.15,303.15,900,900
29628000,289.15,303.15,289.15,303.15,900,900
29628900,289.15,303.15,289.15,303.15,900,900
29629800,289.15,303.15,289.15,303.15,900,900
29630700,289.15,303.15,289.15,303.15,900,900
29631600,289.15,303.15,289.15,303.15,900,900
29632500,289.15,303.15,289.15,303.15,900,900
29633400,289.15,303.15,289.15,303.15,900,900
29634300,289.15,303.15,289.15,303.15,900,900
29635200,289.15,303.15,289.15,303.15,900,900
29636100,289.15,303.15,289.15,303.15,900,900
29637000,289.15,303.15,289.15,303.15,900,900
29637900,289.15,303.15,289.15,303.15,900,900
29638800,289.15,303.15,289.15,303.15,900,900
29639700,289.15,303.15,289.15,303.15,900,900
29640600,289.15,303.15,289.15,303.15,900,900
29641500,289.15,303.15,289.15,303.15,900,900
29642400,289.15,303.15,289.15,303.15,900,900
29643300,289.15,303.15,289.15,303.15,900,900
29644200,289.15,303.15,289.15,303.15,900,900
29645100,289.15,303.15,289.15,303.15,900,900
29646000,289.15,303.15,289.15,303.15,900,900
29646900,289.15,303.15,289.15,303.15,900,900
29647800,289.15,303.15,289.15,303.15,900,900
29648700,289.15,303.15,289.15,303.15,900,900
29649600,289.15,303.15,289.15,303.15,900,900
29650500,289.15,303.15,289.15,303.15,900,900
29651400,289.15,303.15,289.15,303.15,900,900
29652300,289.15,303.15,289.15,303.15,900,900
29653200,289.15,303.15,289.15,303.15,900,900
29654100,289.15,303.15,289.15,303.15,900,900
29655000,289.15,303.15,289.15,303.15,900,900
29655900,289.15,303.15,289.15,303.15,900,900
29656800,289.15,303.15,289.15,303.15,900,900
29657700,289.15,303.15,289.15,303.15,900,900
29658600,289.15,303.15,289.15,303.15,900,900
29659500,289.15,303.15,289.15,303.15,900,900
29660400,294.15,298.15,294.15,298.15,900,900
29661300,294.15,298.15,294.15,298.15,900,900
29662200,294.15,298.15,294.15,298.15,900,900
29663100,294.15,298.15,294.15,298.15,900,900
29664000,294.15,298.15,294.15,298.15,900,900
29664900,294.15,298.15,294.15,298.15,900,900
29665800,294.15,298.15,294.15,298.15,900,900
29666700,294.15,298.15,294.15,298.15,900,900
29667600,294.15,298.15,294.15,298.15,900,900
29668500,294.15,298.15,294.15,298.15,900,900
29669400,294.15,298.15,294.15,298.15,900,900
29670300,294.15,298.15,294.15,298.15,900,900
29671200,294.15,298.15,294.15,298.15,900,900
29672100,294.15,298.15,294.15,298.15,900,900
29673000,294.15,298.15,294.15,298.15,900,900
29673900,294.15,298.15,294.15,298.15,900,900
29674800,294.15,298.15,294.15,298.15,900,900
29675700,294.15,298.15,294.15,298.15,900,900
29676600,294.15,298.15,294.15,298.15,900,900
29677500,294.15,298.15,294.15,298.15,900,900
29678400,294.15,298.15,294.15,298.15,900,900
29679300,294.15,298.15,294.15,298.15,900,900
29680200,294.15,298.15,294.15,298.15,900,900
29681100,294.15,298.15,294.15,298.15,900,900
29682000,294.15,298.15,294.15,298.15,900,900
29682900,294.15,298.15,294.15,298.15,900,900
29683800,294.15,298.15,294.15,298.15,900,900
29684700,294.15,298.15,294.15,298.15,900,900
29685600,294.15,298.15,294.15,298.15,900,900
29686500,294.15,298.15,294.15,298.15,900,900
29687400,294.15,298.15,294.15,298.15,900,900
29688300,294.15,298.15,294.15,298.15,900,900
29689200,294.15,298.15,294.15,298.15,900,900
29690100,294.15,298.15,294.15,298.15,900,900
29691000,294.15,298.15,294.15,298.15,900,900
29691900,294.15,298.15,294.15,298.15,900,900
29692800,294.15,298.15,294.15,298.15,900,900
29693700,294.15,298.15,294.15,298.15,900,900
29694600,294.15,298.15,294.15,298.15,900,900
29695500,294.15,298.15,294.15,298.15,900,900
29696400,294.15,298.15,294.15,298.15,900,900
29697300,294.15,298.15,294.15,298.15,900,900
29698200,294.15,298.15,294.15,298.15,900,900
29699100,294.15,298.15,294.15,298.15,900,900
29700000,294.15,298.15,294.15,298.15,900,900
29700900,294.15,298.15,294.15,298.15,900,900
29701800,294.15,298.15,294.15,298.15,900,900
29702700,294.15,298.15,294.15,298.15,900,900
29703600,289.15,303.15,289.15,303.15,900,900
29704500,289.15,303.15,289.15,303.15,900,900
29705400,289.15,303.15,289.15,303.15,900,900
29706300,289.15,303.15,289.15,303.15,900,900
29707200,289.15,303.15,289.15,303.15,900,900
29708100,289.15,303.15,289.15,303.15,900,900
29709000,289.15,303.15,289.15,303.15,900,900
29709900,289.15,303.15,289.15,303.15,900,900
29710800,289.15,303.15,289.15,303.15,900,900
29711700,289.15,303.15,289.15,303.15,900,900
29712600,289.15,303.15,289.15,303.15,900,900
29713500,289.15,303.15,289.15,303.15,900,900
29714400,289.15,303.15,289.15,303.15,900,900
29715300,289.15,303.15,289.15,303.15,900,900
29716200,289.15,303.15,289.15,303.15,900,900
29717100,289.15,303.15,289.15,303.15,900,900
29718000,289.15,303.15,289.15,303.15,900,900
29718900,289.15,303.15,289.15,303.15,900,900
29719800,289.15,303.15,289.15,303.15,900,900
29720700,289.15,303.15,289.15,303.15,900,900
29721600,289.15,303.15,289.15,303.15,900,900
29722500,289.15,303.15,289.15,303.15,900,900
29723400,289.15,303.15,289.15,303.15,900,900
29724300,289.15,303.15,289.15,303.15,900,900
29725200,289.15,303.15,289.15,303.15,900,900
29726100,289.15,303.15,289.15,303.15,900,900
29727000,289.15,303.15,289.15,303.15,900,900
29727900,289.15,303.15,289.15,303.15,900,900
29728800,289.15,303.15,289.15,303.15,900,900
29729700,289.15,303.15,289.15,303.15,900,900
29730600,289.15,303.15,289.15,303.15,900,900
29731500,289.15,303.15,289.15,303.15,900,900
29732400,289.15,303.15,289.15,303.15,900,900
29733300,289.15,303.15,289.15,303.15,900,900
29734200,289.15,303.15,289.15,303.15,900,900
29735100,289.15,303.15,289.15,303.15,900,900
29736000,289.15,303.15,289.15,303.15,900,900
29736900,289.15,303.15,289.15,303.15,900,900
29737800,289.15,303.15,289.15,303.15,900,900
29738700,289.15,303.15,289.15,303.15,900,900
29739600,289.15,303.15,289.15,303.15,900,900
29740500,289.15,303.15,289.15,303.15,900,900
29741400,289.15,303.15,289.15,303.15,900,900
29742300,289.15,303.15,289.15,303.15,900,900
29743200,289.15,303.15,289.15,303.15,900,900
29744100,289.15,303.15,289.15,303.15,900,900
29745000,289.15,303.15,289.15,303.15,900,900
29745900,289.15,303.15,289.15,303.15,900,900
29746800,289.15,303.15,289.15,303.15,900,900
29747700,289.15,303.15,289.15,303.15,900,900
29748600,289.15,303.15,289.15,303.15,900,900
29749500,289.15,303.15,289.15,303.15,900,900
29750400,289.15,303.15,289.15,303.15,900,900
29751300,289.15,303.15,289.15,303.15,900,900
29752200,289.15,303.15,289.15,303.15,900,900
29753100,289.15,303.15,289.15,303.15,900,900
29754000,289.15,303.15,289.15,303.15,900,900
29754900,289.15,303.15,289.15,303.15,900,900
29755800,289.15,303.15,289.15,303.15,900,900
29756700,289.15,303.15,289.15,303.15,900,900
29757600,289.15,303.15,289.15,303.15,900,900
29758500,289.15,303.15,289.15,303.15,900,900
29759400,289.15,303.15,289.15,303.15,900,900
29760300,289.15,303.15,289.15,303.15,900,900
29761200,289.15,303.15,289.15,303.15,900,900
29762100,289.15,303.15,289.15,303.15,900,900
29763000,289.15,303.15,289.15,303.15,900,900
29763900,289.15,303.15,289.15,303.15,900,900
29764800,289.15,303.15,289.15,303.15,900,900
29765700,289.15,303.15,289.15,303.15,900,900
29766600,289.15,303.15,289.15,303.15,900,900
29767500,289.15,303.15,289.15,303.15,900,900
29768400,289.15,303.15,289.15,303.15,900,900
29769300,289.15,303.15,289.15,303.15,900,900
29770200,289.15,303.15,289.15,303.15,900,900
29771100,289.15,303.15,289.15,303.15,900,900
29772000,289.15,303.15,289.15,303.15,900,900
29772900,289.15,303.15,289.15,303.15,900,900
29773800,289.15,303.15,289.15,303.15,900,900
29774700,289.15,303.15,289.15,303.15,900,900
29775600,289.15,303.15,289.15,303.15,900,900
29776500,289.15,303.15,289.15,303.15,900,900
29777400,289.15,303.15,289.15,303.15,900,900
29778300,289.15,303.15,289.15,303.15,900,900
29779200,289.15,303.15,289.15,303.15,900,900
29780100,289.15,303.15,289.15,303.15,900,900
29781000,289.15,303.15,289.15,303.15,900,900
29781900,289.15,303.15,289.15,303.15,900,900
29782800,289.15,303.15,289.15,303.15,900,900
29783700,289.15,303.15,289.15,303.15,900,900
29784600,289.15,303.15,289.15,303.15,900,900
29785500,289.15,303.15,289.15,303.15,900,900
29786400,289.15,303.15,289.15,303.15,900,900
29787300,289.15,303.15,289.15,303.15,900,900
29788200,289.15,303.15,289.15,303.15,900,900
29789100,289.15,303.15,289.15,303.15,900,900
29790000,289.15,303.15,289.15,303.15,900,900
29790900,289.15,303.15,289.15,303.15,900,900
29791800,289.15,303.15,289.15,303.15,900,900
29792700,289.15,303.15,289.15,303.15,900,900
29793600,289.15,303.15,289.15,303.15,900,900
29794500,289.15,303.15,289.15,303.15,900,900
29795400,289.15,303.15,289.15,303.15,900,900
29796300,289.15,303.15,289.15,303.15,900,900
29797200,289.15,303.15,289.15,303.15,900,900
29798100,289.15,303.15,289.15,303.15,900,900
29799000,289.15,303.15,289.15,303.15,900,900
29799900,289.15,303.15,289.15,303.15,900,900
29800800,289.15,303.15,289.15,303.15,900,900
29801700,289.15,303.15,289.15,303.15,900,900
29802600,289.15,303.15,289.15,303.15,900,900
29803500,289.15,303.15,289.15,303.15,900,900
29804400,289.15,303.15,289.15,303.15,900,900
29805300,289.15,303.15,289.15,303.15,900,900
29806200,289.15,303.15,289.15,303.15,900,900
29807100,289.15,303.15,289.15,303.15,900,900
29808000,289.15,303.15,289.15,303.15,900,900
29808900,289.15,303.15,289.15,303.15,900,900
29809800,289.15,303.15,289.15,303.15,900,900
29810700,289.15,303.15,289.15,303.15,900,900
29811600,289.15,303.15,289.15,303.15,900,900
29812500,289.15,303.15,289.15,303.15,900,900
29813400,289.15,303.15,289.15,303.15,900,900
29814300,289.15,303.15,289.15,303.15,900,900
29815200,289.15,303.15,289.15,303.15,900,900
29816100,289.15,303.15,289.15,303.15,900,900
29817000,289.15,303.15,289.15,303.15,900,900
29817900,289.15,303.15,289.15,303.15,900,900
29818800,289.15,303.15,289.15,303.15,900,900
29819700,289.15,303.15,289.15,303.15,900,900
29820600,289.15,303.15,289.15,303.15,900,900
29821500,289.15,303.15,289.15,303.15,900,900
29822400,289.15,303.15,289.15,303.15,900,900
29823300,289.15,303.15,289.15,303.15,900,900
29824200,289.15,303.15,289.15,303.15,900,900
29825100,289.15,303.15,289.15,303.15,900,900
29826000,289.15,303.15,289.15,303.15,900,900
29826900,289.15,303.15,289.15,303.15,900,900
29827800,289.15,303.15,289.15,303.15,900,900
29828700,289.15,303.15,289.15,303.15,900,900
29829600,289.15,303.15,289.15,303.15,900,900
29830500,289.15,303.15,289.15,303.15,900,900
29831400,289.15,303.15,289.15,303.15,900,900
29832300,289.15,303.15,289.15,303.15,900,900
29833200,289.15,303.15,289.15,303.15,900,900
29834100,289.15,303.15,289.15,303.15,900,900
29835000,289.15,303.15,289.15,303.15,900,900
29835900,289.15,303.15,289.15,303.15,900,900
29836800,289.15,303.15,289.15,303.15,900,900
29837700,289.15,303.15,289.15,303.15,900,900
29838600,289.15,303.15,289.15,303.15,900,900
29839500,289.15,303.15,289.15,303.15,900,900
29840400,289.15,303.15,289.15,303.15,900,900
29841300,289.15,303.15,289.15,303.15,900,900
29842200,289.15,303.15,289.15,303.15,900,900
29843100,289.15,303.15,289.15,303.15,900,900
29844000,289.15,303.15,289.15,303.15,900,900
29844900,289.15,303.15,289.15,303.15,900,900
29845800,289.15,303.15,289.15,303.15,900,900
29846700,289.15,303.15,289.15,303.15,900,900
29847600,289.15,303.15,289.15,303.15,900,900
29848500,289.15,303.15,289.15,303.15,900,900
29849400,289.15,303.15,289.15,303.15,900,900
29850300,289.15,303.15,289.15,303.15,900,900
29851200,289.15,303.15,289.15,303.15,900,900
29852100,289.15,303.15,289.15,303.15,900,900
29853000,289.15,303.15,289.15,303.15,900,900
29853900,289.15,303.15,289.15,303.15,900,900
29854800,289.15,303.15,289.15,303.15,900,900
29855700,289.15,303.15,289.15,303.15,900,900
29856600,289.15,303.15,289.15,303.15,900,900
29857500,289.15,303.15,289.15,303.15,900,900
29858400,289.15,303.15,289.15,303.15,900,900
29859300,289.15,303.15,289.15,303.15,900,900
29860200,289.15,303.15,289.15,303.15,900,900
29861100,289.15,303.15,289.15,303.15,900,900
29862000,289.15,303.15,289.15,303.15,900,900
29862900,289.15,303.15,289.15,303.15,900,900
29863800,289.15,303.15,289.15,303.15,900,900
29864700,289.15,303.15,289.15,303.15,900,900
29865600,289.15,303.15,289.15,303.15,900,900
29866500,289.15,303.15,289.15,303.15,900,900
29867400,289.15,303.15,289.15,303.15,900,900
29868300,289.15,303.15,289.15,303.15,900,900
29869200,289.15,303.15,289.15,303.15,900,900
29870100,289.15,303.15,289.15,303.15,900,900
29871000,289.15,303.15,289.15,303.15,900,900
29871900,289.15,303.15,289.15,303.15,900,900
29872800,289.15,303.15,289.15,303.15,900,900
29873700,289.15,303.15,289.15,303.15,900,900
29874600,289.15,303.15,289.15,303.15,900,900
29875500,289.15,303.15,289.15,303.15,900,900
29876400,289.15,303.15,289.15,303.15,900,900
29877300,289.15,303.15,289.15,303.15,900,900
29878200,289.15,303.15,289.15,303.15,900,900
29879100,289.15,303.15,289.15,303.15,900,900
29880000,289.15,303.15,289.15,303.15,900,900
29880900,289.15,303.15,289.15,303.15,900,900
29881800,289.15,303.15,289.15,303.15,900,900
29882700,289.15,303.15,289.15,303.15,900,900
29883600,289.15,303.15,289.15,303.15,900,900
29884500,289.15,303.15,289.15,303.15,900,900
29885400,289.15,303.15,289.15,303.15,900,900
29886300,289.15,303.15,289.15,303.15,900,900
29887200,289.15,303.15,289.15,303.15,900,900
29888100,289.15,303.15,289.15,303.15,900,900
29889000,289.15,303.15,289.15,303.15,900,900
29889900,289.15,303.15,289.15,303.15,900,900
29890800,289.15,303.15,289.15,303.15,900,900
29891700,289.15,303.15,289.15,303.15,900,900
29892600,289.15,303.15,289.15,303.15,900,900
29893500,289.15,303.15,289.15,303.15,900,900
29894400,289.15,303.15,289.15,303.15,900,900
29895300,289.15,303.15,289.15,303.15,900,900
29896200,289.15,303.15,289.15,303.15,900,900
29897100,289.15,303.15,289.15,303.15,900,900
29898000,289.15,303.15,289.15,303.15,900,900
29898900,289.15,303.15,289.15,303.15,900,900
29899800,289.15,303.15,289.15,303.15,900,900
29900700,289.15,303.15,289.15,303.15,900,900
29901600,289.15,303.15,289.15,303.15,900,900
29902500,289.15,303.15,289.15,303.15,900,900
29903400,289.15,303.15,289.15,303.15,900,900
29904300,289.15,303.15,289.15,303.15,900,900
29905200,289.15,303.15,289.15,303.15,900,900
29906100,289.15,303.15,289.15,303.15,900,900
29907000,289.15,303.15,289.15,303.15,900,900
29907900,289.15,303.15,289.15,303.15,900,900
29908800,289.15,303.15,289.15,303.15,900,900
29909700,289.15,303.15,289.15,303.15,900,900
29910600,289.15,303.15,289.15,303.15,900,900
29911500,289.15,303.15,289.15,303.15,900,900
29912400,289.15,303.15,289.15,303.15,900,900
29913300,289.15,303.15,289.15,303.15,900,900
29914200,289.15,303.15,289.15,303.15,900,900
29915100,289.15,303.15,289.15,303.15,900,900
29916000,289.15,303.15,289.15,303.15,900,900
29916900,289.15,303.15,289.15,303.15,900,900
29917800,289.15,303.15,289.15,303.15,900,900
29918700,289.15,303.15,289.15,303.15,900,900
29919600,294.15,298.15,294.15,298.15,900,900
29920500,294.15,298.15,294.15,298.15,900,900
29921400,294.15,298.15,294.15,298.15,900,900
29922300,294.15,298.15,294.15,298.15,900,900
29923200,294.15,298.15,294.15,298.15,900,900
29924100,294.15,298.15,294.15,298.15,900,900
29925000,294.15,298.15,294.15,298.15,900,900
29925900,294.15,298.15,294.15,298.15,900,900
29926800,294.15,298.15,294.15,298.15,900,900
29927700,294.15,298.15,294.15,298.15,900,900
29928600,294.15,298.15,294.15,298.15,900,900
29929500,294.15,298.15,294.15,298.15,900,900
29930400,294.15,298.15,294.15,298.15,900,900
29931300,294.15,298.15,294.15,298.15,900,900
29932200,294.15,298.15,294.15,298.15,900,900
29933100,294.15,298.15,294.15,298.15,900,900
29934000,294.15,298.15,294.15,298.15,900,900
29934900,294.15,298.15,294.15,298.15,900,900
29935800,294.15,298.15,294.15,298.15,900,900
29936700,294.15,298.15,294.15,298.15,900,900
29937600,294.15,298.15,294.15,298.15,900,900
29938500,294.15,298.15,294.15,298.15,900,900
29939400,294.15,298.15,294.15,298.15,900,900
29940300,294.15,298.15,294.15,298.15,900,900
29941200,294.15,298.15,294.15,298.15,900,900
29942100,294.15,298.15,294.15,298.15,900,900
29943000,294.15,298.15,294.15,298.15,900,900
29943900,294.15,298.15,294.15,298.15,900,900
29944800,294.15,298.15,294.15,298.15,900,900
29945700,294.15,298.15,294.15,298.15,900,900
29946600,294.15,298.15,294.15,298.15,900,900
29947500,294.15,298.15,294.15,298.15,900,900
29948400,294.15,298.15,294.15,298.15,900,900
29949300,294.15,298.15,294.15,298.15,900,900
29950200,294.15,298.15,294.15,298.15,900,900
29951100,294.15,298.15,294.15,298.15,900,900
29952000,294.15,298.15,294.15,298.15,900,900
29952900,294.15,298.15,294.15,298.15,900,900
29953800,294.15,298.15,294.15,298.15,900,900
29954700,294.15,298.15,294.15,298.15,900,900
29955600,294.15,298.15,294.15,298.15,900,900
29956500,294.15,298.15,294.15,298.15,900,900
29957400,294.15,298.15,294.15,298.15,900,900
29958300,294.15,298.15,294.15,298.15,900,900
29959200,294.15,298.15,294.15,298.15,900,900
29960100,294.15,298.15,294.15,298.15,900,900
29961000,294.15,298.15,294.15,298.15,900,900
29961900,294.15,298.15,294.15,298.15,900,900
29962800,289.15,303.15,289.15,303.15,900,900
29963700,289.15,303.15,289.15,303.15,900,900
29964600,289.15,303.15,289.15,303.15,900,900
29965500,289.15,303.15,289.15,303.15,900,900
29966400,289.15,303.15,289.15,303.15,900,900
29967300,289.15,303.15,289.15,303.15,900,900
29968200,289.15,303.15,289.15,303.15,900,900
29969100,289.15,303.15,289.15,303.15,900,900
29970000,289.15,303.15,289.15,303.15,900,900
29970900,289.15,303.15,289.15,303.15,900,900
29971800,289.15,303.15,289.15,303.15,900,900
29972700,289.15,303.15,289.15,303.15,900,900
29973600,289.15,303.15,289.15,303.15,900,900
29974500,289.15,303.15,289.15,303.15,900,900
29975400,289.15,303.15,289.15,303.15,900,900
29976300,289.15,303.15,289.15,303.15,900,900
29977200,289.15,303.15,289.15,303.15,900,900
29978100,289.15,303.15,289.15,303.15,900,900
29979000,289.15,303.15,289.15,303.15,900,900
29979900,289.15,303.15,289.15,303.15,900,900
29980800,289.15,303.15,289.15,303.15,900,900
29981700,289.15,303.15,289.15,303.15,900,900
29982600,289.15,303.15,289.15,303.15,900,900
29983500,289.15,303.15,289.15,303.15,900,900
29984400,289.15,303.15,289.15,303.15,900,900
29985300,289.15,303.15,289.15,303.15,900,900
29986200,289.15,303.15,289.15,303.15,900,900
