# Optional header information,,,,,,
# time: time of setpoint [s],,,,,,
# LowerSetp: Heating zone temperature setpoint [K],,,,,,
# UpperSetp: Cooling zone temperature setpoint [K],,,,,,
# UpperCO2: Zone CO2 concentration upper limit [ppm],,,,,,
time,LowerSetp[South],UpperSetp[South],UpperCO2[South],LowerSetp[North],UpperSetp[North],UpperCO2[North]
22680000,293.15,296.15,894,294.15,297.15,994
22683600,293.15,296.15,894,294.15,297.15,994
22687200,293.15,296.15,894,294.15,297.15,994
22690800,293.15,296.15,894,294.15,297.15,994
22694400,293.15,296.15,894,294.15,297.15,994
22698000,293.15,296.15,894,294.15,297.15,994
22701600,293.15,296.15,894,294.15,297.15,994
22705200,293.15,296.15,894,294.15,297.15,994
22708800,293.15,296.15,894,294.15,297.15,994
22712400,293.15,296.15,894,294.15,297.15,994
22716000,293.15,296.15,894,294.15,297.15,994
22719600,293.15,296.15,894,294.15,297.15,994
22723200,293.15,296.15,894,294.15,297.15,994
22726800,293.15,296.15,894,294.15,297.15,994
22730400,293.15,296.15,894,294.15,297.15,994
22734000,293.15,296.15,894,294.15,297.15,994
22737600,293.15,296.15,894,294.15,297.15,994
22741200,293.15,296.15,894,294.15,297.15,994
22744800,293.15,296.15,894,294.15,297.15,994
22748400,293.15,296.15,894,294.15,297.15,994
22752000,293.15,296.15,894,294.15,297.15,994
22755600,293.15,296.15,894,294.15,297.15,994
22759200,293.15,296.15,894,294.15,297.15,994
22762800,293.15,296.15,894,294.15,297.15,994
22766400,293.15,296.15,894,294.15,297.15,994
22770000,293.15,296.15,894,294.15,297.15,994
22773600,293.15,296.15,894,294.15,297.15,994
22777200,293.15,296.15,894,294.15,297.15,994
22780800,293.15,296.15,894,294.15,297.15,994
22784400,293.15,296.15,894,294.15,297.15,994
22788000,293.15,296.15,894,294.15,297.15,994
22791600,293.15,296.15,894,294.15,297.15,994
22795200,293.15,296.15,894,294.15,297.15,994
22798800,293.15,296.15,894,294.15,297.15,994
22802400,293.15,296.15,894,294.15,297.15,994
22806000,293.15,296.15,894,294.15,297.15,994
22809600,293.15,296.15,894,294.15,297.15,994
22813200,293.15,296.15,894,294.15,297.15,994
22816800,293.15,296.15,894,294.15,297.15,994
22820400,293.15,296.15,894,294.15,297.15,994
22824000,293.15,296.15,894,294.15,297.15,994
22827600,293.15,296.15,894,294.15,297.15,994
22831200,293.15,296.15,894,294.15,297.15,994
22834800,293.15,296.15,894,294.15,297.15,994
22838400,293.15,296.15,894,294.15,297.15,994
22842000,293.15,296.15,894,294.15,297.15,994
22845600,293.15,296.15,894,294.15,297.15,994
22849200,293.15,296.15,894,294.15,297.15,994
22852800,293.15,296.15,894,294.15,297.15,994
22856400,293.15,296.15,894,294.15,297.15,994
22860000,293.15,296.15,894,294.15,297.15,994
22863600,293.15,296.15,894,294.15,297.15,994
22867200,293.15,296.15,894,294.15,297.15,994
22870800,293.15,296.15,894,294.15,297.15,994
22874400,293.15,296.15,894,294.15,297.15,994
22878000,293.15,296.15,894,294.15,297.15,994
22881600,293.15,296.15,894,294.15,297.15,994
22885200,293.15,296.15,894,294.15,297.15,994
22888800,293.15,296.15,894,294.15,297.15,994
22892400,293.15,296.15,894,294.15,297.15,994
22896000,293.15,296.15,894,294.15,297.15,994
22899600,293.15,296.15,894,294.15,297.15,994
22903200,293.15,296.15,894,294.15,297.15,994
22906800,293.15,296.15,894,294.15,297.15,994
22910400,293.15,296.15,894,294.15,297.15,994
22914000,293.15,296.15,894,294.15,297.15,994
22917600,293.15,296.15,894,294.15,297.15,994
22921200,293.15,296.15,894,294.15,297.15,994
22924800,293.15,296.15,894,294.15,297.15,994
22928400,293.15,296.15,894,294.15,297.15,994
22932000,293.15,296.15,894,294.15,297.15,994
22935600,293.15,296.15,894,294.15,297.15,994
22939200,293.15,296.15,894,294.15,297.15,994
22942800,293.15,296.15,894,294.15,297.15,994
22946400,293.15,296.15,894,294.15,297.15,994
22950000,293.15,296.15,894,294.15,297.15,994
22953600,293.15,296.15,894,294.15,297.15,994
22957200,293.15,296.15,894,294.15,297.15,994
22960800,293.15,296.15,894,294.15,297.15,994
22964400,293.15,296.15,894,294.15,297.15,994
22968000,293.15,296.15,894,294.15,297.15,994
22971600,293.15,296.15,894,294.15,297.15,994
22975200,293.15,296.15,894,294.15,297.15,994
22978800,293.15,296.15,894,294.15,297.15,994
22982400,293.15,296.15,894,294.15,297.15,994
22986000,293.15,296.15,894,294.15,297.15,994
22989600,293.15,296.15,894,294.15,297.15,994
22993200,293.15,296.15,894,294.15,297.15,994
22996800,293.15,296.15,894,294.15,297.15,994
23000400,293.15,296.15,894,294.15,297.15,994
23004000,293.15,296.15,894,294.15,297.15,994
23007600,293.15,296.15,894,294.15,297.15,994
23011200,293.15,296.15,894,294.15,297.15,994
23014800,293.15,296.15,894,294.15,297.15,994
23018400,293.15,296.15,894,294.15,297.15,994
23022000,293.15,296.15,894,294.15,297.15,994
23025600,293.15,296.15,894,294.15,297.15,994
23029200,293.15,296.15,894,294.15,297.15,994
23032800,293.15,296.15,894,294.15,297.15,994
23036400,293.15,296.15,894,294.15,297.15,994
23040000,293.15,296.15,894,294.15,297.15,994
23043600,293.15,296.15,894,294.15,297.15,994
23047200,293.15,296.15,894,294.15,297.15,994
23050800,293.15,296.15,894,294.15,297.15,994
23054400,293.15,296.15,894,294.15,297.15,994
23058000,293.15,296.15,894,294.15,297.15,994
23061600,293.15,296.15,894,294.15,297.15,994
23065200,293.15,296.15,894,294.15,297.15,994
23068800,293.15,296.15,894,294.15,297.15,994
23072400,293.15,296.15,894,294.15,297.15,994
23076000,293.15,296.15,894,294.15,297.15,994
23079600,293.15,296.15,894,294.15,297.15,994
23083200,293.15,296.15,894,294.15,297.15,994
23086800,293.15,296.15,894,294.15,297.15,994
23090400,293.15,296.15,894,294.15,297.15,994
23094000,293.15,296.15,894,294.15,297.15,994
23097600,293.15,296.15,894,294.15,297.15,994
23101200,293.15,296.15,894,294.15,297.15,994
23104800,293.15,296.15,894,294.15,297.15,994
23108400,293.15,296.15,894,294.15,297.15,994
23112000,293.15,296.15,894,294.15,297.15,994
23115600,293.15,296.15,894,294.15,297.15,994
23119200,293.15,296.15,894,294.15,297.15,994
23122800,293.15,296.15,894,294.15,297.15,994
23126400,293.15,296.15,894,294.15,297.15,994
23130000,293.15,296.15,894,294.15,297.15,994
23133600,293.15,296.15,894,294.15,297.15,994
23137200,293.15,296.15,894,294.15,297.15,994
23140800,293.15,296.15,894,294.15,297.15,994
23144400,293.15,296.15,894,294.15,297.15,994
23148000,293.15,296.15,894,294.15,297.15,994
23151600,293.15,296.15,894,294.15,297.15,994
23155200,293.15,296.15,894,294.15,297.15,994
23158800,293.15,296.15,894,294.15,297.15,994
23162400,293.15,296.15,894,294.15,297.15,994
23166000,293.15,296.15,894,294.15,297.15,994
23169600,293.15,296.15,894,294.15,297.15,994
23173200,293.15,296.15,894,294.15,297.15,994
23176800,293.15,296.15,894,294.15,297.15,994
23180400,293.15,296.15,894,294.15,297.15,994
23184000,293.15,296.15,894,294.15,297.15,994
23187600,293.15,296.15,894,294.15,297.15,994
23191200,293.15,296.15,894,294.15,297.15,994
23194800,293.15,296.15,894,294.15,297.15,994
23198400,293.15,296.15,894,294.15,297.15,994
23202000,293.15,296.15,894,294.15,297.15,994
23205600,293.15,296.15,894,294.15,297.15,994
23209200,293.15,296.15,894,294.15,297.15,994
23212800,293.15,296.15,894,294.15,297.15,994
23216400,293.15,296.15,894,294.15,297.15,994
23220000,293.15,296.15,894,294.15,297.15,994
23223600,293.15,296.15,894,294.15,297.15,994
23227200,293.15,296.15,894,294.15,297.15,994
23230800,293.15,296.15,894,294.15,297.15,994
23234400,293.15,296.15,894,294.15,297.15,994
23238000,293.15,296.15,894,294.15,297.15,994
23241600,293.15,296.15,894,294.15,297.15,994
23245200,293.15,296.15,894,294.15,297.15,994
23248800,293.15,296.15,894,294.15,297.15,994
23252400,293.15,296.15,894,294.15,297.15,994
23256000,293.15,296.15,894,294.15,297.15,994
23259600,293.15,296.15,894,294.15,297.15,994
23263200,293.15,296.15,894,294.15,297.15,994
23266800,293.15,296.15,894,294.15,297.15,994
23270400,293.15,296.15,894,294.15,297.15,994
23274000,293.15,296.15,894,294.15,297.15,994
23277600,293.15,296.15,894,294.15,297.15,994
23281200,293.15,296.15,894,294.15,297.15,994
23284800,293.15,296.15,894,294.15,297.15,994
23288400,293.15,296.15,894,294.15,297.15,994
23292000,293.15,296.15,894,294.15,297.15,994
23295600,293.15,296.15,894,294.15,297.15,994
23299200,293.15,296.15,894,294.15,297.15,994
23302800,293.15,296.15,894,294.15,297.15,994
23306400,293.15,296.15,894,294.15,297.15,994
23310000,293.15,296.15,894,294.15,297.15,994
23313600,293.15,296.15,894,294.15,297.15,994
23317200,293.15,296.15,894,294.15,297.15,994
23320800,293.15,296.15,894,294.15,297.15,994
23324400,293.15,296.15,894,294.15,297.15,994
23328000,293.15,296.15,894,294.15,297.15,994
23331600,293.15,296.15,894,294.15,297.15,994
23335200,293.15,296.15,894,294.15,297.15,994
23338800,293.15,296.15,894,294.15,297.15,994
23342400,293.15,296.15,894,294.15,297.15,994
23346000,293.15,296.15,894,294.15,297.15,994
23349600,293.15,296.15,894,294.15,297.15,994
23353200,293.15,296.15,894,294.15,297.15,994
23356800,293.15,296.15,894,294.15,297.15,994
23360400,293.15,296.15,894,294.15,297.15,994
23364000,293.15,296.15,894,294.15,297.15,994
23367600,293.15,296.15,894,294.15,297.15,994
23371200,293.15,296.15,894,294.15,297.15,994
23374800,293.15,296.15,894,294.15,297.15,994
23378400,293.15,296.15,894,294.15,297.15,994
23382000,293.15,296.15,894,294.15,297.15,994
23385600,293.15,296.15,894,294.15,297.15,994
23389200,293.15,296.15,894,294.15,297.15,994
23392800,293.15,296.15,894,294.15,297.15,994
23396400,293.15,296.15,894,294.15,297.15,994
23400000,293.15,296.15,894,294.15,297.15,994
23403600,293.15,296.15,894,294.15,297.15,994
23407200,293.15,296.15,894,294.15,297.15,994
23410800,293.15,296.15,894,294.15,297.15,994
23414400,293.15,296.15,894,294.15,297.15,994
23418000,293.15,296.15,894,294.15,297.15,994
23421600,293.15,296.15,894,294.15,297.15,994
23425200,293.15,296.15,894,294.15,297.15,994
23428800,293.15,296.15,894,294.15,297.15,994
23432400,293.15,296.15,894,294.15,297.15,994
23436000,293.15,296.15,894,294.15,297.15,994
23439600,293.15,296.15,894,294.15,297.15,994
23443200,293.15,296.15,894,294.15,297.15,994
23446800,293.15,296.15,894,294.15,297.15,994
23450400,293.15,296.15,894,294.15,297.15,994
23454000,293.15,296.15,894,294.15,297.15,994
23457600,293.15,296.15,894,294.15,297.15,994
23461200,293.15,296.15,894,294.15,297.15,994
23464800,293.15,296.15,894,294.15,297.15,994
23468400,293.15,296.15,894,294.15,297.15,994
23472000,293.15,296.15,894,294.15,297.15,994
23475600,293.15,296.15,894,294.15,297.15,994
23479200,293.15,296.15,894,294.15,297.15,994
23482800,293.15,296.15,894,294.15,297.15,994
23486400,293.15,296.15,894,294.15,297.15,994
23490000,293.15,296.15,894,294.15,297.15,994
23493600,293.15,296.15,894,294.15,297.15,994
23497200,293.15,296.15,894,294.15,297.15,994
23500800,293.15,296.15,894,294.15,297.15,994
23504400,293.15,296.15,894,294.15,297.15,994
23508000,293.15,296.15,894,294.15,297.15,994
23511600,293.15,296.15,894,294.15,297.15,994
23515200,293.15,296.15,894,294.15,297.15,994
23518800,293.15,296.15,894,294.15,297.15,994
23522400,293.15,296.15,894,294.15,297.15,994
23526000,293.15,296.15,894,294.15,297.15,994
23529600,293.15,296.15,894,294.15,297.15,994
23533200,293.15,296.15,894,294.15,297.15,994
23536800,293.15,296.15,894,294.15,297.15,994
23540400,293.15,296.15,894,294.15,297.15,994
23544000,293.15,296.15,894,294.15,297.15,994
23547600,293.15,296.15,894,294.15,297.15,994
23551200,293.15,296.15,894,294.15,297.15,994
23554800,293.15,296.15,894,294.15,297.15,994
23558400,293.15,296.15,894,294.15,297.15,994
23562000,293.15,296.15,894,294.15,297.15,994
23565600,293.15,296.15,894,294.15,297.15,994
23569200,293.15,296.15,894,294.15,297.15,994
23572800,293.15,296.15,894,294.15,297.15,994
23576400,293.15,296.15,894,294.15,297.15,994
23580000,293.15,296.15,894,294.15,297.15,994
23583600,293.15,296.15,894,294.15,297.15,994
23587200,293.15,296.15,894,294.15,297.15,994
23590800,293.15,296.15,894,294.15,297.15,994
23594400,293.15,296.15,894,294.15,297.15,994
23598000,293.15,296.15,894,294.15,297.15,994
23601600,293.15,296.15,894,294.15,297.15,994
23605200,293.15,296.15,894,294.15,297.15,994
23608800,293.15,296.15,894,294.15,297.15,994
23612400,293.15,296.15,894,294.15,297.15,994
23616000,293.15,296.15,894,294.15,297.15,994
23619600,293.15,296.15,894,294.15,297.15,994
23623200,293.15,296.15,894,294.15,297.15,994
23626800,293.15,296.15,894,294.15,297.15,994
23630400,293.15,296.15,894,294.15,297.15,994
23634000,293.15,296.15,894,294.15,297.15,994
23637600,293.15,296.15,894,294.15,297.15,994
23641200,293.15,296.15,894,294.15,297.15,994
23644800,293.15,296.15,894,294.15,297.15,994
23648400,293.15,296.15,894,294.15,297.15,994
23652000,293.15,296.15,894,294.15,297.15,994
23655600,293.15,296.15,894,294.15,297.15,994
23659200,293.15,296.15,894,294.15,297.15,994
23662800,293.15,296.15,894,294.15,297.15,994
23666400,293.15,296.15,894,294.15,297.15,994
23670000,293.15,296.15,894,294.15,297.15,994
23673600,293.15,296.15,894,294.15,297.15,994
23677200,293.15,296.15,894,294.15,297.15,994
23680800,293.15,296.15,894,294.15,297.15,994
23684400,293.15,296.15,894,294.15,297.15,994
23688000,293.15,296.15,894,294.15,297.15,994
23691600,293.15,296.15,894,294.15,297.15,994
23695200,293.15,296.15,894,294.15,297.15,994
23698800,293.15,296.15,894,294.15,297.15,994
23702400,293.15,296.15,894,294.15,297.15,994
23706000,293.15,296.15,894,294.15,297.15,994
23709600,293.15,296.15,894,294.15,297.15,994
23713200,293.15,296.15,894,294.15,297.15,994
23716800,293.15,296.15,894,294.15,297.15,994
23720400,293.15,296.15,894,294.15,297.15,994
23724000,293.15,296.15,894,294.15,297.15,994
23727600,293.15,296.15,894,294.15,297.15,994
23731200,293.15,296.15,894,294.15,297.15,994
23734800,293.15,296.15,894,294.15,297.15,994
23738400,293.15,296.15,894,294.15,297.15,994
23742000,293.15,296.15,894,294.15,297.15,994
23745600,293.15,296.15,894,294.15,297.15,994
23749200,293.15,296.15,894,294.15,297.15,994
23752800,293.15,296.15,894,294.15,297.15,994
23756400,293.15,296.15,894,294.15,297.15,994
23760000,293.15,296.15,894,294.15,297.15,994
23763600,293.15,296.15,894,294.15,297.15,994
23767200,293.15,296.15,894,294.15,297.15,994
23770800,293.15,296.15,894,294.15,297.15,994
23774400,293.15,296.15,894,294.15,297.15,994
23778000,293.15,296.15,894,294.15,297.15,994
23781600,293.15,296.15,894,294.15,297.15,994
23785200,293.15,296.15,894,294.15,297.15,994
23788800,293.15,296.15,894,294.15,297.15,994
23792400,293.15,296.15,894,294.15,297.15,994
23796000,293.15,296.15,894,294.15,297.15,994
23799600,293.15,296.15,894,294.15,297.15,994
23803200,293.15,296.15,894,294.15,297.15,994
23806800,293.15,296.15,894,294.15,297.15,994
23810400,293.15,296.15,894,294.15,297.15,994
23814000,293.15,296.15,894,294.15,297.15,994
23817600,293.15,296.15,894,294.15,297.15,994
23821200,293.15,296.15,894,294.15,297.15,994
23824800,293.15,296.15,894,294.15,297.15,994
23828400,293.15,296.15,894,294.15,297.15,994
23832000,293.15,296.15,894,294.15,297.15,994
23835600,293.15,296.15,894,294.15,297.15,994
23839200,293.15,296.15,894,294.15,297.15,994
23842800,293.15,296.15,894,294.15,297.15,994
23846400,293.15,296.15,894,294.15,297.15,994
23850000,293.15,296.15,894,294.15,297.15,994
23853600,293.15,296.15,894,294.15,297.15,994
23857200,293.15,296.15,894,294.15,297.15,994
23860800,293.15,296.15,894,294.15,297.15,994
23864400,293.15,296.15,894,294.15,297.15,994
23868000,293.15,296.15,894,294.15,297.15,994
23871600,293.15,296.15,894,294.15,297.15,994
23875200,293.15,296.15,894,294.15,297.15,994
23878800,293.15,296.15,894,294.15,297.15,994
23882400,293.15,296.15,894,294.15,297.15,994
23886000,293.15,296.15,894,294.15,297.15,994
23889600,293.15,296.15,894,294.15,297.15,994
23893200,293.15,296.15,894,294.15,297.15,994
23896800,293.15,296.15,894,294.15,297.15,994
23900400,293.15,296.15,894,294.15,297.15,994
23904000,293.15,296.15,894,294.15,297.15,994
23907600,293.15,296.15,894,294.15,297.15,994
23911200,293.15,296.15,894,294.15,297.15,994
23914800,293.15,296.15,894,294.15,297.15,994
23918400,293.15,296.15,894,294.15,297.15,994
23922000,293.15,296.15,894,294.15,297.15,994
23925600,293.15,296.15,894,294.15,297.15,994
23929200,293.15,296.15,894,294.15,297.15,994
23932800,293.15,296.15,894,294.15,297.15,994
23936400,293.15,296.15,894,294.15,297.15,994
23940000,293.15,296.15,894,294.15,297.15,994
23943600,293.15,296.15,894,294.15,297.15,994
23947200,293.15,296.15,894,294.15,297.15,994
23950800,293.15,296.15,894,294.15,297.15,994
23954400,293.15,296.15,894,294.15,297.15,994
23958000,293.15,296.15,894,294.15,297.15,994
23961600,293.15,296.15,894,294.15,297.15,994
23965200,293.15,296.15,894,294.15,297.15,994
23968800,293.15,296.15,894,294.15,297.15,994
23972400,293.15,296.15,894,294.15,297.15,994
23976000,293.15,296.15,894,294.15,297.15,994
23979600,293.15,296.15,894,294.15,297.15,994
23983200,293.15,296.15,894,294.15,297.15,994
23986800,293.15,296.15,894,294.15,297.15,994
23990400,293.15,296.15,894,294.15,297.15,994
23994000,293.15,296.15,894,294.15,297.15,994
23997600,293.15,296.15,894,294.15,297.15,994
24001200,293.15,296.15,894,294.15,297.15,994
24004800,293.15,296.15,894,294.15,297.15,994
24008400,293.15,296.15,894,294.15,297.15,994
24012000,293.15,296.15,894,294.15,297.15,994
24015600,293.15,296.15,894,294.15,297.15,994
24019200,293.15,296.15,894,294.15,297.15,994
24022800,293.15,296.15,894,294.15,297.15,994
24026400,293.15,296.15,894,294.15,297.15,994
24030000,293.15,296.15,894,294.15,297.15,994
24033600,293.15,296.15,894,294.15,297.15,994
24037200,293.15,296.15,894,294.15,297.15,994
24040800,293.15,296.15,894,294.15,297.15,994
24044400,293.15,296.15,894,294.15,297.15,994
24048000,293.15,296.15,894,294.15,297.15,994
24051600,293.15,296.15,894,294.15,297.15,994
24055200,293.15,296.15,894,294.15,297.15,994
24058800,293.15,296.15,894,294.15,297.15,994
24062400,293.15,296.15,894,294.15,297.15,994
24066000,293.15,296.15,894,294.15,297.15,994
24069600,293.15,296.15,894,294.15,297.15,994
24073200,293.15,296.15,894,294.15,297.15,994
24076800,293.15,296.15,894,294.15,297.15,994
24080400,293.15,296.15,894,294.15,297.15,994
24084000,293.15,296.15,894,294.15,297.15,994
24087600,293.15,296.15,894,294.15,297.15,994
24091200,293.15,296.15,894,294.15,297.15,994
24094800,293.15,296.15,894,294.15,297.15,994
24098400,293.15,296.15,894,294.15,297.15,994
24102000,293.15,296.15,894,294.15,297.15,994
24105600,293.15,296.15,894,294.15,297.15,994
24109200,293.15,296.15,894,294.15,297.15,994
24112800,293.15,296.15,894,294.15,297.15,994
24116400,293.15,296.15,894,294.15,297.15,994
24120000,293.15,296.15,894,294.15,297.15,994
24123600,293.15,296.15,894,294.15,297.15,994
24127200,293.15,296.15,894,294.15,297.15,994
24130800,293.15,296.15,894,294.15,297.15,994
24134400,293.15,296.15,894,294.15,297.15,994
24138000,293.15,296.15,894,294.15,297.15,994
24141600,293.15,296.15,894,294.15,297.15,994
24145200,293.15,296.15,894,294.15,297.15,994
24148800,293.15,296.15,894,294.15,297.15,994
24152400,293.15,296.15,894,294.15,297.15,994
24156000,293.15,296.15,894,294.15,297.15,994
24159600,293.15,296.15,894,294.15,297.15,994
24163200,293.15,296.15,894,294.15,297.15,994
24166800,293.15,296.15,894,294.15,297.15,994
24170400,293.15,296.15,894,294.15,297.15,994
24174000,293.15,296.15,894,294.15,297.15,994
24177600,293.15,296.15,894,294.15,297.15,994
24181200,293.15,296.15,894,294.15,297.15,994
24184800,293.15,296.15,894,294.15,297.15,994
24188400,293.15,296.15,894,294.15,297.15,994
24192000,293.15,296.15,894,294.15,297.15,994
24195600,293.15,296.15,894,294.15,297.15,994
24199200,293.15,296.15,894,294.15,297.15,994
24202800,293.15,296.15,894,294.15,297.15,994
24206400,293.15,296.15,894,294.15,297.15,994
24210000,293.15,296.15,894,294.15,297.15,994
24213600,293.15,296.15,894,294.15,297.15,994
24217200,293.15,296.15,894,294.15,297.15,994
24220800,293.15,296.15,894,294.15,297.15,994
24224400,293.15,296.15,894,294.15,297.15,994
24228000,293.15,296.15,894,294.15,297.15,994
24231600,293.15,296.15,894,294.15,297.15,994
24235200,293.15,296.15,894,294.15,297.15,994
24238800,293.15,296.15,894,294.15,297.15,994
24242400,293.15,296.15,894,294.15,297.15,994
24246000,293.15,296.15,894,294.15,297.15,994
24249600,293.15,296.15,894,294.15,297.15,994
24253200,293.15,296.15,894,294.15,297.15,994
24256800,293.15,296.15,894,294.15,297.15,994
24260400,293.15,296.15,894,294.15,297.15,994
24264000,293.15,296.15,894,294.15,297.15,994
24267600,293.15,296.15,894,294.15,297.15,994
24271200,293.15,296.15,894,294.15,297.15,994
24274800,293.15,296.15,894,294.15,297.15,994
24278400,293.15,296.15,894,294.15,297.15,994
24282000,293.15,296.15,894,294.15,297.15,994
24285600,293.15,296.15,894,294.15,297.15,994
24289200,293.15,296.15,894,294.15,297.15,994
24292800,293.15,296.15,894,294.15,297.15,994
24296400,293.15,296.15,894,294.15,297.15,994
24300000,293.15,296.15,894,294.15,297.15,994
24303600,293.15,296.15,894,294.15,297.15,994
24307200,293.15,296.15,894,294.15,297.15,994
24310800,293.15,296.15,894,294.15,297.15,994
24314400,293.15,296.15,894,294.15,297.15,994
24318000,293.15,296.15,894,294.15,297.15,994
24321600,293.15,296.15,894,294.15,297.15,994
24325200,293.15,296.15,894,294.15,297.15,994
24328800,293.15,296.15,894,294.15,297.15,994
24332400,293.15,296.15,894,294.15,297.15,994
24336000,293.15,296.15,894,294.15,297.15,994
24339600,293.15,296.15,894,294.15,297.15,994
24343200,293.15,296.15,894,294.15,297.15,994
24346800,293.15,296.15,894,294.15,297.15,994
24350400,293.15,296.15,894,294.15,297.15,994
24354000,293.15,296.15,894,294.15,297.15,994
24357600,293.15,296.15,894,294.15,297.15,994
24361200,293.15,296.15,894,294.15,297.15,994
24364800,293.15,296.15,894,294.15,297.15,994
24368400,293.15,296.15,894,294.15,297.15,994
24372000,293.15,296.15,894,294.15,297.15,994
24375600,293.15,296.15,894,294.15,297.15,994
24379200,293.15,296.15,894,294.15,297.15,994
24382800,293.15,296.15,894,294.15,297.15,994
24386400,293.15,296.15,894,294.15,297.15,994
24390000,293.15,296.15,894,294.15,297.15,994
24393600,293.15,296.15,894,294.15,297.15,994
24397200,293.15,296.15,894,294.15,297.15,994
24400800,293.15,296.15,894,294.15,297.15,994
24404400,293.15,296.15,894,294.15,297.15,994
24408000,293.15,296.15,894,294.15,297.15,994
24411600,293.15,296.15,894,294.15,297.15,994
24415200,293.15,296.15,894,294.15,297.15,994
24418800,293.15,296.15,894,294.15,297.15,994
24422400,293.15,296.15,894,294.15,297.15,994
24426000,293.15,296.15,894,294.15,297.15,994
24429600,293.15,296.15,894,294.15,297.15,994
24433200,293.15,296.15,894,294.15,297.15,994
24436800,293.15,296.15,894,294.15,297.15,994
24440400,293.15,296.15,894,294.15,297.15,994
24444000,293.15,296.15,894,294.15,297.15,994
24447600,293.15,296.15,894,294.15,297.15,994
24451200,293.15,296.15,894,294.15,297.15,994
24454800,293.15,296.15,894,294.15,297.15,994
24458400,293.15,296.15,894,294.15,297.15,994
24462000,293.15,296.15,894,294.15,297.15,994
24465600,293.15,296.15,894,294.15,297.15,994
24469200,293.15,296.15,894,294.15,297.15,994
24472800,293.15,296.15,894,294.15,297.15,994
24476400,293.15,296.15,894,294.15,297.15,994
24480000,293.15,296.15,894,294.15,297.15,994
24483600,293.15,296.15,894,294.15,297.15,994
24487200,293.15,296.15,894,294.15,297.15,994
24490800,293.15,296.15,894,294.15,297.15,994
24494400,293.15,296.15,894,294.15,297.15,994
24498000,293.15,296.15,894,294.15,297.15,994
24501600,293.15,296.15,894,294.15,297.15,994
24505200,293.15,296.15,894,294.15,297.15,994
24508800,293.15,296.15,894,294.15,297.15,994
24512400,293.15,296.15,894,294.15,297.15,994
24516000,293.15,296.15,894,294.15,297.15,994
24519600,293.15,296.15,894,294.15,297.15,994
24523200,293.15,296.15,894,294.15,297.15,994
24526800,293.15,296.15,894,294.15,297.15,994
24530400,293.15,296.15,894,294.15,297.15,994
24534000,293.15,296.15,894,294.15,297.15,994
24537600,293.15,296.15,894,294.15,297.15,994
24541200,293.15,296.15,894,294.15,297.15,994
24544800,293.15,296.15,894,294.15,297.15,994
24548400,293.15,296.15,894,294.15,297.15,994
24552000,293.15,296.15,894,294.15,297.15,994
24555600,293.15,296.15,894,294.15,297.15,994
24559200,293.15,296.15,894,294.15,297.15,994
24562800,293.15,296.15,894,294.15,297.15,994
24566400,293.15,296.15,894,294.15,297.15,994
24570000,293.15,296.15,894,294.15,297.15,994
24573600,293.15,296.15,894,294.15,297.15,994
24577200,293.15,296.15,894,294.15,297.15,994
24580800,293.15,296.15,894,294.15,297.15,994
24584400,293.15,296.15,894,294.15,297.15,994
24588000,293.15,296.15,894,294.15,297.15,994
24591600,293.15,296.15,894,294.15,297.15,994
24595200,293.15,296.15,894,294.15,297.15,994
24598800,293.15,296.15,894,294.15,297.15,994
24602400,293.15,296.15,894,294.15,297.15,994
24606000,293.15,296.15,894,294.15,297.15,994
24609600,293.15,296.15,894,294.15,297.15,994
24613200,293.15,296.15,894,294.15,297.15,994
24616800,293.15,296.15,894,294.15,297.15,994
24620400,293.15,296.15,894,294.15,297.15,994
24624000,293.15,296.15,894,294.15,297.15,994
24627600,293.15,296.15,894,294.15,297.15,994
24631200,293.15,296.15,894,294.15,297.15,994
24634800,293.15,296.15,894,294.15,297.15,994
24638400,293.15,296.15,894,294.15,297.15,994
24642000,293.15,296.15,894,294.15,297.15,994
24645600,293.15,296.15,894,294.15,297.15,994
24649200,293.15,296.15,894,294.15,297.15,994
24652800,293.15,296.15,894,294.15,297.15,994
24656400,293.15,296.15,894,294.15,297.15,994
24660000,293.15,296.15,894,294.15,297.15,994
24663600,293.15,296.15,894,294.15,297.15,994
24667200,293.15,296.15,894,294.15,297.15,994
24670800,293.15,296.15,894,294.15,297.15,994
24674400,293.15,296.15,894,294.15,297.15,994
24678000,293.15,296.15,894,294.15,297.15,994
24681600,293.15,296.15,894,294.15,297.15,994
24685200,293.15,296.15,894,294.15,297.15,994
24688800,293.15,296.15,894,294.15,297.15,994
24692400,293.15,296.15,894,294.15,297.15,994
24696000,293.15,296.15,894,294.15,297.15,994
24699600,293.15,296.15,894,294.15,297.15,994
24703200,293.15,296.15,894,294.15,297.15,994
24706800,293.15,296.15,894,294.15,297.15,994
24710400,293.15,296.15,894,294.15,297.15,994
24714000,293.15,296.15,894,294.15,297.15,994
24717600,293.15,296.15,894,294.15,297.15,994
24721200,293.15,296.15,894,294.15,297.15,994
24724800,293.15,296.15,894,294.15,297.15,994
24728400,293.15,296.15,894,294.15,297.15,994
24732000,293.15,296.15,894,294.15,297.15,994
24735600,293.15,296.15,894,294.15,297.15,994
24739200,293.15,296.15,894,294.15,297.15,994
24742800,293.15,296.15,894,294.15,297.15,994
24746400,293.15,296.15,894,294.15,297.15,994
