# Optional header information,,
# time: time of occupancy [s],,
# Occupancy: Number of occupants [ppl],,
time,Occupancy[Night],Occupancy[Day]
18907200,1,1
18910800,1,1
18914400,1,1
18918000,1,1
18921600,1,1
18925200,1,1
18928800,1,1
18932400,1,1
18936000,1,1
18939600,1,1
18943200,1,1
18946800,1,1
18950400,0,0
18954000,0,0
18957600,0,0
18961200,0,0
18964800,0,0
18968400,0,0
18972000,0,0
18975600,0,0
18979200,0,0
18982800,0,0
18986400,0,0
18990000,0,0
18993600,1,1
18997200,1,1
19000800,1,1
19004400,1,1
19008000,1,1
19011600,1,1
19015200,1,1
19018800,1,1
19022400,1,1
19026000,1,1
19029600,1,1
19033200,1,1
19036800,0,0
19040400,0,0
19044000,0,0
19047600,0,0
19051200,0,0
19054800,0,0
19058400,0,0
19062000,0,0
19065600,0,0
19069200,0,0
19072800,0,0
19076400,0,0
19080000,1,1
19083600,1,1
19087200,1,1
19090800,1,1
19094400,1,1
19098000,1,1
19101600,1,1
19105200,1,1
19108800,1,1
19112400,1,1
19116000,1,1
19119600,1,1
19123200,0,0
19126800,0,0
19130400,0,0
19134000,0,0
19137600,0,0
19141200,0,0
19144800,0,0
19148400,0,0
19152000,0,0
19155600,0,0
19159200,0,0
19162800,0,0
19166400,1,1
19170000,1,1
19173600,1,1
19177200,1,1
19180800,1,1
19184400,1,1
19188000,1,1
19191600,1,1
19195200,1,1
19198800,1,1
19202400,1,1
19206000,1,1
19209600,0,0
19213200,0,0
19216800,0,0
19220400,0,0
19224000,0,0
19227600,0,0
19231200,0,0
19234800,0,0
19238400,0,0
19242000,0,0
19245600,0,0
19249200,0,0
19252800,1,1
19256400,1,1
19260000,1,1
19263600,1,1
19267200,1,1
19270800,1,1
19274400,1,1
19278000,1,1
19281600,1,1
19285200,1,1
19288800,1,1
19292400,1,1
19296000,0,0
19299600,0,0
19303200,0,0
19306800,0,0
19310400,0,0
19314000,0,0
19317600,0,0
19321200,0,0
19324800,0,0
19328400,0,0
19332000,0,0
19335600,0,0
19339200,0,0
19342800,0,0
19346400,0,0
19350000,0,0
19353600,1,1
19357200,1,1
19360800,1,1
19364400,1,1
19368000,1,1
19371600,1,1
19375200,1,1
19378800,1,1
19382400,0,0
19386000,0,0
19389600,0,0
19393200,0,0
19396800,0,0
19400400,0,0
19404000,0,0
19407600,0,0
19411200,0,0
19414800,0,0
19418400,0,0
19422000,0,0
19425600,1,1
19429200,1,1
19432800,1,1
19436400,1,1
19440000,1,1
19443600,1,1
19447200,1,1
19450800,1,1
19454400,1,1
19458000,1,1
19461600,1,1
19465200,1,1
19468800,0,0
19472400,0,0
19476000,0,0
19479600,0,0
19483200,0,0
19486800,0,0
19490400,0,0
19494000,0,0
19497600,0,0
19501200,0,0
19504800,0,0
19508400,0,0
19512000,1,1
19515600,1,1
19519200,1,1
19522800,1,1
19526400,1,1
19530000,1,1
19533600,1,1
19537200,1,1
19540800,1,1
19544400,1,1
19548000,1,1
19551600,1,1
19555200,0,0
19558800,0,0
19562400,0,0
19566000,0,0
19569600,0,0
19573200,0,0
19576800,0,0
19580400,0,0
19584000,0,0
19587600,0,0
19591200,0,0
19594800,0,0
19598400,1,1
19602000,1,1
19605600,1,1
19609200,1,1
19612800,1,1
19616400,1,1
19620000,1,1
19623600,1,1
19627200,1,1
19630800,1,1
19634400,1,1
19638000,1,1
19641600,0,0
19645200,0,0
19648800,0,0
19652400,0,0
19656000,0,0
19659600,0,0
19663200,0,0
19666800,0,0
19670400,0,0
19674000,0,0
19677600,0,0
19681200,0,0
19684800,1,1
19688400,1,1
19692000,1,1
19695600,1,1
19699200,1,1
19702800,1,1
19706400,1,1
19710000,1,1
19713600,1,1
19717200,1,1
19720800,1,1
19724400,1,1
19728000,0,0
19731600,0,0
19735200,0,0
19738800,0,0
19742400,0,0
19746000,0,0
19749600,0,0
19753200,0,0
19756800,0,0
19760400,0,0
19764000,0,0
19767600,0,0
19771200,1,1
19774800,1,1
19778400,1,1
19782000,1,1
19785600,1,1
19789200,1,1
19792800,1,1
19796400,1,1
19800000,1,1
19803600,1,1
19807200,1,1
19810800,1,1
19814400,0,0
19818000,0,0
19821600,0,0
19825200,0,0
19828800,0,0
19832400,0,0
19836000,0,0
19839600,0,0
19843200,0,0
19846800,0,0
19850400,0,0
19854000,0,0
19857600,1,1
19861200,1,1
19864800,1,1
19868400,1,1
19872000,1,1
19875600,1,1
19879200,1,1
19882800,1,1
19886400,1,1
19890000,1,1
19893600,1,1
19897200,1,1
19900800,0,0
19904400,0,0
19908000,0,0
19911600,0,0
19915200,0,0
19918800,0,0
19922400,0,0
19926000,0,0
19929600,0,0
19933200,0,0
19936800,0,0
19940400,0,0
19944000,0,0
19947600,0,0
19951200,0,0
19954800,0,0
19958400,1,1
19962000,1,1
19965600,1,1
19969200,1,1
19972800,1,1
19976400,1,1
19980000,1,1
19983600,1,1
19987200,0,0
19990800,0,0
19994400,0,0
19998000,0,0
20001600,0,0
20005200,0,0
20008800,0,0
20012400,0,0
20016000,0,0
20019600,0,0
20023200,0,0
20026800,0,0
20030400,1,1
20034000,1,1
20037600,1,1
20041200,1,1
20044800,1,1
20048400,1,1
20052000,1,1
20055600,1,1
20059200,1,1
20062800,1,1
20066400,1,1
20070000,1,1
20073600,0,0
20077200,0,0
20080800,0,0
20084400,0,0
20088000,0,0
20091600,0,0
20095200,0,0
20098800,0,0
20102400,0,0
20106000,0,0
20109600,0,0
20113200,0,0
20116800,1,1
20120400,1,1
20124000,1,1
20127600,1,1
20131200,1,1
20134800,1,1
20138400,1,1
20142000,1,1
20145600,1,1
20149200,1,1
20152800,1,1
20156400,1,1
20160000,0,0
20163600,0,0
20167200,0,0
20170800,0,0
20174400,0,0
20178000,0,0
20181600,0,0
20185200,0,0
20188800,0,0
20192400,0,0
20196000,0,0
20199600,0,0
20203200,1,1
20206800,1,1
20210400,1,1
20214000,1,1
20217600,1,1
20221200,1,1
20224800,1,1
20228400,1,1
20232000,1,1
20235600,1,1
20239200,1,1
20242800,1,1
20246400,0,0
20250000,0,0
20253600,0,0
20257200,0,0
20260800,0,0
20264400,0,0
20268000,0,0
20271600,0,0
20275200,0,0
20278800,0,0
20282400,0,0
20286000,0,0
20289600,1,1
20293200,1,1
20296800,1,1
20300400,1,1
20304000,1,1
20307600,1,1
20311200,1,1
20314800,1,1
20318400,1,1
20322000,1,1
20325600,1,1
20329200,1,1
20332800,0,0
20336400,0,0
20340000,0,0
20343600,0,0
20347200,0,0
20350800,0,0
20354400,0,0
20358000,0,0
20361600,0,0
20365200,0,0
20368800,0,0
20372400,0,0
20376000,1,1
20379600,1,1
20383200,1,1
20386800,1,1
20390400,1,1
20394000,1,1
20397600,1,1
20401200,1,1
20404800,1,1
20408400,1,1
20412000,1,1
20415600,1,1
20419200,0,0
20422800,0,0
20426400,0,0
20430000,0,0
20433600,0,0
20437200,0,0
20440800,0,0
20444400,0,0
20448000,0,0
20451600,0,0
20455200,0,0
20458800,0,0
20462400,1,1
20466000,1,1
20469600,1,1
20473200,1,1
20476800,1,1
20480400,1,1
20484000,1,1
20487600,1,1
20491200,1,1
20494800,1,1
20498400,1,1
20502000,1,1
20505600,0,0
20509200,0,0
20512800,0,0
20516400,0,0
20520000,0,0
20523600,0,0
20527200,0,0
20530800,0,0
20534400,0,0
20538000,0,0
20541600,0,0
20545200,0,0
20548800,0,0
20552400,0,0
20556000,0,0
20559600,0,0
20563200,1,1
20566800,1,1
20570400,1,1
20574000,1,1
20577600,1,1
20581200,1,1
20584800,1,1
20588400,1,1
20592000,0,0
20595600,0,0
20599200,0,0
20602800,0,0
20606400,0,0
20610000,0,0
20613600,0,0
20617200,0,0
20620800,0,0
20624400,0,0
20628000,0,0
20631600,0,0
20635200,1,1
20638800,1,1
20642400,1,1
20646000,1,1
20649600,1,1
20653200,1,1
20656800,1,1
20660400,1,1
20664000,1,1
20667600,1,1
20671200,1,1
20674800,1,1
20678400,0,0
20682000,0,0
20685600,0,0
20689200,0,0
20692800,0,0
20696400,0,0
20700000,0,0
20703600,0,0
20707200,0,0
20710800,0,0
20714400,0,0
20718000,0,0
20721600,1,1
20725200,1,1
20728800,1,1
20732400,1,1
20736000,1,1
20739600,1,1
20743200,1,1
20746800,1,1
20750400,1,1
20754000,1,1
20757600,1,1
20761200,1,1
20764800,0,0
20768400,0,0
20772000,0,0
20775600,0,0
20779200,0,0
20782800,0,0
20786400,0,0
20790000,0,0
20793600,0,0
20797200,0,0
20800800,0,0
20804400,0,0
20808000,1,1
20811600,1,1
20815200,1,1
20818800,1,1
20822400,1,1
20826000,1,1
20829600,1,1
20833200,1,1
20836800,1,1
20840400,1,1
20844000,1,1
20847600,1,1
20851200,0,0
20854800,0,0
20858400,0,0
20862000,0,0
20865600,0,0
20869200,0,0
20872800,0,0
20876400,0,0
20880000,0,0
20883600,0,0
20887200,0,0
20890800,0,0
20894400,1,1
20898000,1,1
20901600,1,1
20905200,1,1
20908800,1,1
20912400,1,1
20916000,1,1
20919600,1,1
20923200,1,1
20926800,1,1
20930400,1,1
20934000,1,1
20937600,0,0
20941200,0,0
20944800,0,0
20948400,0,0
20952000,0,0
20955600,0,0
20959200,0,0
20962800,0,0
20966400,0,0
20970000,0,0
20973600,0,0
20977200,0,0
20980800,1,1
20984400,1,1
20988000,1,1
20991600,1,1
20995200,1,1
20998800,1,1
21002400,1,1
21006000,1,1
21009600,1,1
21013200,1,1
21016800,1,1
21020400,1,1
21024000,0,0
21027600,0,0
21031200,0,0
21034800,0,0
21038400,0,0
21042000,0,0
21045600,0,0
21049200,0,0
21052800,0,0
21056400,0,0
21060000,0,0
21063600,0,0
21067200,1,1
21070800,1,1
21074400,1,1
21078000,1,1
21081600,1,1
21085200,1,1
21088800,1,1
21092400,1,1
21096000,1,1
21099600,1,1
21103200,1,1
21106800,1,1
21110400,0,0
21114000,0,0
21117600,0,0
21121200,0,0
21124800,0,0
21128400,0,0
21132000,0,0
21135600,0,0
21139200,0,0
21142800,0,0
21146400,0,0
21150000,0,0
21153600,0,0
21157200,0,0
21160800,0,0
21164400,0,0
21168000,1,1
21171600,1,1
21175200,1,1
21178800,1,1
21182400,1,1
21186000,1,1
21189600,1,1
21193200,1,1
21196800,0,0
21200400,0,0
21204000,0,0
21207600,0,0
21211200,0,0
21214800,0,0
21218400,0,0
21222000,0,0
21225600,0,0
21229200,0,0
21232800,0,0
21236400,0,0
21240000,1,1
21243600,1,1
21247200,1,1
21250800,1,1
21254400,1,1
21258000,1,1
21261600,1,1
21265200,1,1
21268800,1,1
21272400,1,1
21276000,1,1
21279600,1,1
21283200,0,0
21286800,0,0
21290400,0,0
21294000,0,0
21297600,0,0
21301200,0,0
21304800,0,0
21308400,0,0
21312000,0,0
21315600,0,0
21319200,0,0
21322800,0,0
21326400,1,1
21330000,1,1
21333600,1,1
21337200,1,1
21340800,1,1
21344400,1,1
21348000,1,1
21351600,1,1
21355200,1,1
21358800,1,1
21362400,1,1
21366000,1,1
21369600,0,0
21373200,0,0
21376800,0,0
21380400,0,0
21384000,0,0
21387600,0,0
21391200,0,0
21394800,0,0
21398400,0,0
21402000,0,0
21405600,0,0
21409200,0,0
21412800,1,1
21416400,1,1
21420000,1,1
21423600,1,1
21427200,1,1
21430800,1,1
21434400,1,1
21438000,1,1
21441600,1,1
21445200,1,1
21448800,1,1
21452400,1,1
21456000,0,0
21459600,0,0
21463200,0,0
21466800,0,0
21470400,0,0
21474000,0,0
21477600,0,0
21481200,0,0
21484800,0,0
21488400,0,0
21492000,0,0
21495600,0,0
21499200,1,1
21502800,1,1
21506400,1,1
21510000,1,1
21513600,1,1
21517200,1,1
21520800,1,1
21524400,1,1
21528000,1,1
21531600,1,1
21535200,1,1
21538800,1,1
21542400,0,0
21546000,0,0
21549600,0,0
21553200,0,0
21556800,0,0
21560400,0,0
21564000,0,0
21567600,0,0
21571200,0,0
21574800,0,0
21578400,0,0
21582000,0,0
21585600,1,1
21589200,1,1
21592800,1,1
21596400,1,1
21600000,1,1
21603600,1,1
21607200,1,1
21610800,1,1
21614400,1,1
21618000,1,1
21621600,1,1
21625200,1,1
21628800,0,0
21632400,0,0
21636000,0,0
21639600,0,0
21643200,0,0
21646800,0,0
21650400,0,0
21654000,0,0
21657600,0,0
21661200,0,0
21664800,0,0
21668400,0,0
21672000,1,1
21675600,1,1
21679200,1,1
21682800,1,1
21686400,1,1
21690000,1,1
21693600,1,1
21697200,1,1
21700800,1,1
21704400,1,1
21708000,1,1
21711600,1,1
21715200,0,0
21718800,0,0
21722400,0,0
21726000,0,0
21729600,0,0
21733200,0,0
21736800,0,0
21740400,0,0
21744000,0,0
21747600,0,0
21751200,0,0
21754800,0,0
21758400,0,0
21762000,0,0
21765600,0,0
21769200,0,0
21772800,1,1
21776400,1,1
21780000,1,1
21783600,1,1
21787200,1,1
21790800,1,1
21794400,1,1
21798000,1,1
21801600,0,0
21805200,0,0
21808800,0,0
21812400,0,0
21816000,0,0
21819600,0,0
21823200,0,0
21826800,0,0
21830400,0,0
21834000,0,0
21837600,0,0
21841200,0,0
21844800,1,1
21848400,1,1
21852000,1,1
21855600,1,1
21859200,1,1
21862800,1,1
21866400,1,1
21870000,1,1
21873600,1,1
21877200,1,1
21880800,1,1
21884400,1,1
21888000,0,0
21891600,0,0
21895200,0,0
21898800,0,0
21902400,0,0
21906000,0,0
21909600,0,0
21913200,0,0
21916800,0,0
21920400,0,0
21924000,0,0
21927600,0,0
21931200,1,1
21934800,1,1
21938400,1,1
21942000,1,1
21945600,1,1
21949200,1,1
21952800,1,1
21956400,1,1
21960000,1,1
21963600,1,1
21967200,1,1
21970800,1,1
21974400,0,0
21978000,0,0
21981600,0,0
21985200,0,0
21988800,0,0
21992400,0,0
21996000,0,0
21999600,0,0
22003200,0,0
22006800,0,0
22010400,0,0
22014000,0,0
22017600,1,1
22021200,1,1
22024800,1,1
22028400,1,1
22032000,1,1
22035600,1,1
22039200,1,1
22042800,1,1
22046400,1,1
22050000,1,1
22053600,1,1
22057200,1,1
22060800,0,0
22064400,0,0
22068000,0,0
22071600,0,0
22075200,0,0
22078800,0,0
22082400,0,0
22086000,0,0
22089600,0,0
22093200,0,0
22096800,0,0
22100400,0,0
22104000,1,1
22107600,1,1
22111200,1,1
22114800,1,1
22118400,1,1
22122000,1,1
22125600,1,1
22129200,1,1
22132800,1,1
22136400,1,1
22140000,1,1
22143600,1,1
22147200,0,0
22150800,0,0
22154400,0,0
22158000,0,0
22161600,0,0
22165200,0,0
22168800,0,0
22172400,0,0
22176000,0,0
22179600,0,0
22183200,0,0
22186800,0,0
22190400,1,1
22194000,1,1
22197600,1,1
22201200,1,1
22204800,1,1
22208400,1,1
22212000,1,1
22215600,1,1
22219200,1,1
22222800,1,1
22226400,1,1
22230000,1,1
22233600,0,0
22237200,0,0
22240800,0,0
22244400,0,0
22248000,0,0
22251600,0,0
22255200,0,0
22258800,0,0
22262400,0,0
22266000,0,0
22269600,0,0
22273200,0,0
22276800,1,1
22280400,1,1
22284000,1,1
22287600,1,1
22291200,1,1
22294800,1,1
22298400,1,1
22302000,1,1
22305600,1,1
22309200,1,1
22312800,1,1
22316400,1,1
22320000,0,0
22323600,0,0
22327200,0,0
22330800,0,0
22334400,0,0
22338000,0,0
22341600,0,0
22345200,0,0
22348800,0,0
22352400,0,0
22356000,0,0
22359600,0,0
22363200,0,0
22366800,0,0
22370400,0,0
22374000,0,0
22377600,1,1
22381200,1,1
22384800,1,1
22388400,1,1
22392000,1,1
22395600,1,1
22399200,1,1
22402800,1,1
22406400,0,0
22410000,0,0
22413600,0,0
22417200,0,0
22420800,0,0
22424400,0,0
22428000,0,0
22431600,0,0
22435200,0,0
22438800,0,0
22442400,0,0
22446000,0,0
22449600,1,1
22453200,1,1
22456800,1,1
22460400,1,1
22464000,1,1
22467600,1,1
22471200,1,1
22474800,1,1
22478400,1,1
22482000,1,1
22485600,1,1
22489200,1,1
22492800,0,0
22496400,0,0
22500000,0,0
22503600,0,0
22507200,0,0
22510800,0,0
22514400,0,0
22518000,0,0
22521600,0,0
22525200,0,0
22528800,0,0
22532400,0,0
22536000,1,1
22539600,1,1
22543200,1,1
22546800,1,1
22550400,1,1
22554000,1,1
22557600,1,1
22561200,1,1
22564800,1,1
22568400,1,1
22572000,1,1
22575600,1,1
22579200,0,0
22582800,0,0
22586400,0,0
22590000,0,0
22593600,0,0
22597200,0,0
22600800,0,0
22604400,0,0
22608000,0,0
22611600,0,0
22615200,0,0
22618800,0,0
22622400,1,1
22626000,1,1
22629600,1,1
22633200,1,1
22636800,1,1
22640400,1,1
22644000,1,1
22647600,1,1
22651200,1,1
22654800,1,1
22658400,1,1
22662000,1,1
22665600,0,0
22669200,0,0
22672800,0,0
22676400,0,0
22680000,0,0
22683600,0,0
22687200,0,0
22690800,0,0
22694400,0,0
22698000,0,0
22701600,0,0
22705200,0,0
22708800,1,1
22712400,1,1
22716000,1,1
22719600,1,1
22723200,1,1
22726800,1,1
22730400,1,1
22734000,1,1
22737600,1,1
22741200,1,1
22744800,1,1
22748400,1,1
22752000,0,0
22755600,0,0
22759200,0,0
22762800,0,0
22766400,0,0
22770000,0,0
22773600,0,0
22777200,0,0
22780800,0,0
22784400,0,0
22788000,0,0
22791600,0,0
22795200,1,1
22798800,1,1
22802400,1,1
22806000,1,1
22809600,1,1
22813200,1,1
22816800,1,1
22820400,1,1
22824000,1,1
22827600,1,1
22831200,1,1
22834800,1,1
22838400,0,0
22842000,0,0
22845600,0,0
22849200,0,0
22852800,0,0
22856400,0,0
22860000,0,0
22863600,0,0
22867200,0,0
22870800,0,0
22874400,0,0
22878000,0,0
22881600,1,1
22885200,1,1
22888800,1,1
22892400,1,1
22896000,1,1
22899600,1,1
22903200,1,1
22906800,1,1
22910400,1,1
22914000,1,1
22917600,1,1
22921200,1,1
22924800,0,0
22928400,0,0
22932000,0,0
22935600,0,0
22939200,0,0
22942800,0,0
22946400,0,0
22950000,0,0
22953600,0,0
22957200,0,0
22960800,0,0
22964400,0,0
22968000,0,0
22971600,0,0
22975200,0,0
22978800,0,0
22982400,1,1
22986000,1,1
22989600,1,1
22993200,1,1
22996800,1,1
23000400,1,1
23004000,1,1
23007600,1,1
23011200,0,0
23014800,0,0
23018400,0,0
23022000,0,0
23025600,0,0
23029200,0,0
23032800,0,0
23036400,0,0
23040000,0,0
23043600,0,0
23047200,0,0
23050800,0,0
23054400,1,1
23058000,1,1
23061600,1,1
23065200,1,1
23068800,1,1
23072400,1,1
23076000,1,1
23079600,1,1
23083200,1,1
23086800,1,1
23090400,1,1
23094000,1,1
23097600,0,0
23101200,0,0
23104800,0,0
23108400,0,0
23112000,0,0
23115600,0,0
23119200,0,0
23122800,0,0
23126400,0,0
23130000,0,0
23133600,0,0
23137200,0,0
23140800,1,1
23144400,1,1
23148000,1,1
23151600,1,1
23155200,1,1
23158800,1,1
23162400,1,1
23166000,1,1
23169600,1,1
23173200,1,1
23176800,1,1
23180400,1,1
23184000,0,0
23187600,0,0
23191200,0,0
23194800,0,0
23198400,0,0
23202000,0,0
23205600,0,0
23209200,0,0
23212800,0,0
23216400,0,0
23220000,0,0
23223600,0,0
23227200,1,1
23230800,1,1
23234400,1,1
23238000,1,1
23241600,1,1
23245200,1,1
23248800,1,1
23252400,1,1
23256000,1,1
23259600,1,1
23263200,1,1
23266800,1,1
23270400,0,0
23274000,0,0
23277600,0,0
23281200,0,0
23284800,0,0
23288400,0,0
23292000,0,0
23295600,0,0
23299200,0,0
23302800,0,0
23306400,0,0
23310000,0,0
23313600,1,1
23317200,1,1
23320800,1,1
23324400,1,1
23328000,1,1
23331600,1,1
23335200,1,1
23338800,1,1
23342400,1,1
23346000,1,1
23349600,1,1
23353200,1,1
23356800,0,0
23360400,0,0
23364000,0,0
23367600,0,0
23371200,0,0
23374800,0,0
23378400,0,0
23382000,0,0
23385600,0,0
23389200,0,0
23392800,0,0
23396400,0,0
23400000,1,1
23403600,1,1
23407200,1,1
23410800,1,1
23414400,1,1
23418000,1,1
23421600,1,1
23425200,1,1
23428800,1,1
23432400,1,1
23436000,1,1
23439600,1,1
23443200,0,0
23446800,0,0
23450400,0,0
23454000,0,0
23457600,0,0
23461200,0,0
23464800,0,0
23468400,0,0
23472000,0,0
23475600,0,0
23479200,0,0
23482800,0,0
23486400,1,1
23490000,1,1
23493600,1,1
23497200,1,1
23500800,1,1
23504400,1,1
23508000,1,1
23511600,1,1
23515200,1,1
23518800,1,1
23522400,1,1
23526000,1,1
23529600,0,0
23533200,0,0
23536800,0,0
23540400,0,0
23544000,0,0
23547600,0,0
23551200,0,0
23554800,0,0
23558400,0,0
23562000,0,0
23565600,0,0
23569200,0,0
23572800,0,0
23576400,0,0
23580000,0,0
23583600,0,0
23587200,1,1
23590800,1,1
23594400,1,1
23598000,1,1
23601600,1,1
23605200,1,1
23608800,1,1
23612400,1,1
23616000,0,0
23619600,0,0
23623200,0,0
23626800,0,0
23630400,0,0
23634000,0,0
23637600,0,0
23641200,0,0
23644800,0,0
23648400,0,0
23652000,0,0
23655600,0,0
23659200,1,1
23662800,1,1
23666400,1,1
23670000,1,1
23673600,1,1
23677200,1,1
23680800,1,1
23684400,1,1
23688000,1,1
23691600,1,1
23695200,1,1
23698800,1,1
23702400,0,0
23706000,0,0
23709600,0,0
23713200,0,0
23716800,0,0
23720400,0,0
23724000,0,0
23727600,0,0
23731200,0,0
23734800,0,0
23738400,0,0
23742000,0,0
23745600,1,1
23749200,1,1
23752800,1,1
23756400,1,1
23760000,1,1
23763600,1,1
23767200,1,1
23770800,1,1
23774400,1,1
23778000,1,1
23781600,1,1
23785200,1,1
23788800,0,0
23792400,0,0
23796000,0,0
23799600,0,0
23803200,0,0
23806800,0,0
23810400,0,0
23814000,0,0
23817600,0,0
23821200,0,0
23824800,0,0
23828400,0,0
23832000,1,1
23835600,1,1
23839200,1,1
23842800,1,1
23846400,1,1
23850000,1,1
23853600,1,1
23857200,1,1
23860800,1,1
23864400,1,1
23868000,1,1
23871600,1,1
23875200,0,0
23878800,0,0
23882400,0,0
23886000,0,0
23889600,0,0
23893200,0,0
23896800,0,0
23900400,0,0
23904000,0,0
23907600,0,0
23911200,0,0
23914800,0,0
23918400,1,1
23922000,1,1
23925600,1,1
23929200,1,1
23932800,1,1
23936400,1,1
23940000,1,1
23943600,1,1
23947200,1,1
23950800,1,1
23954400,1,1
23958000,1,1
23961600,0,0
23965200,0,0
23968800,0,0
23972400,0,0
23976000,0,0
23979600,0,0
23983200,0,0
23986800,0,0
23990400,0,0
23994000,0,0
23997600,0,0
24001200,0,0
24004800,1,1
24008400,1,1
24012000,1,1
24015600,1,1
24019200,1,1
24022800,1,1
24026400,1,1
24030000,1,1
24033600,1,1
24037200,1,1
24040800,1,1
24044400,1,1
24048000,0,0
24051600,0,0
24055200,0,0
24058800,0,0
24062400,0,0
24066000,0,0
24069600,0,0
24073200,0,0
24076800,0,0
24080400,0,0
24084000,0,0
24087600,0,0
24091200,1,1
24094800,1,1
24098400,1,1
24102000,1,1
24105600,1,1
24109200,1,1
24112800,1,1
24116400,1,1
24120000,1,1
24123600,1,1
24127200,1,1
24130800,1,1
24134400,0,0
24138000,0,0
24141600,0,0
24145200,0,0
24148800,0,0
24152400,0,0
24156000,0,0
24159600,0,0
24163200,0,0
24166800,0,0
24170400,0,0
24174000,0,0
24177600,0,0
24181200,0,0
24184800,0,0
24188400,0,0
24192000,1,1
24195600,1,1
24199200,1,1
24202800,1,1
24206400,1,1
24210000,1,1
24213600,1,1
24217200,1,1
24220800,0,0
24224400,0,0
24228000,0,0
24231600,0,0
24235200,0,0
24238800,0,0
24242400,0,0
24246000,0,0
24249600,0,0
24253200,0,0
24256800,0,0
24260400,0,0
24264000,1,1
24267600,1,1
24271200,1,1
24274800,1,1
24278400,1,1
24282000,1,1
24285600,1,1
24289200,1,1
24292800,1,1
24296400,1,1
24300000,1,1
24303600,1,1
24307200,0,0
24310800,0,0
24314400,0,0
24318000,0,0
24321600,0,0
24325200,0,0
24328800,0,0
24332400,0,0
24336000,0,0
24339600,0,0
24343200,0,0
24346800,0,0
24350400,1,1
24354000,1,1
24357600,1,1
24361200,1,1
24364800,1,1
24368400,1,1
24372000,1,1
24375600,1,1
24379200,1,1
24382800,1,1
24386400,1,1
24390000,1,1
24393600,0,0
24397200,0,0
24400800,0,0
24404400,0,0
24408000,0,0
24411600,0,0
24415200,0,0
24418800,0,0
24422400,0,0
24426000,0,0
24429600,0,0
24433200,0,0
24436800,1,1
24440400,1,1
24444000,1,1
24447600,1,1
24451200,1,1
24454800,1,1
24458400,1,1
24462000,1,1
24465600,1,1
24469200,1,1
24472800,1,1
24476400,1,1
24480000,0,0
24483600,0,0
24487200,0,0
24490800,0,0
24494400,0,0
24498000,0,0
24501600,0,0
24505200,0,0
24508800,0,0
24512400,0,0
24516000,0,0
24519600,0,0
24523200,1,1
24526800,1,1
24530400,1,1
24534000,1,1
24537600,1,1
24541200,1,1
24544800,1,1
24548400,1,1
24552000,1,1
24555600,1,1
24559200,1,1
24562800,1,1
24566400,0,0
24570000,0,0
24573600,0,0
24577200,0,0
24580800,0,0
24584400,0,0
24588000,0,0
24591600,0,0
24595200,0,0
24598800,0,0
24602400,0,0
24606000,0,0
24609600,1,1
24613200,1,1
24616800,1,1
24620400,1,1
24624000,1,1
24627600,1,1
24631200,1,1
24634800,1,1
24638400,1,1
24642000,1,1
24645600,1,1
24649200,1,1
24652800,0,0
24656400,0,0
24660000,0,0
24663600,0,0
24667200,0,0
24670800,0,0
24674400,0,0
24678000,0,0
24681600,0,0
24685200,0,0
24688800,0,0
24692400,0,0
24696000,1,1
24699600,1,1
24703200,1,1
24706800,1,1
24710400,1,1
24714000,1,1
24717600,1,1
24721200,1,1
24724800,1,1
24728400,1,1
24732000,1,1
24735600,1,1
24739200,0,0
24742800,0,0
24746400,0,0
24750000,0,0
24753600,0,0
24757200,0,0
24760800,0,0
24764400,0,0
24768000,0,0
24771600,0,0
24775200,0,0
24778800,0,0
24782400,0,0
24786000,0,0
24789600,0,0
24793200,0,0
24796800,1,1
24800400,1,1
24804000,1,1
24807600,1,1
24811200,1,1
24814800,1,1
24818400,1,1
24822000,1,1
24825600,0,0
24829200,0,0
24832800,0,0
24836400,0,0
24840000,0,0
24843600,0,0
24847200,0,0
24850800,0,0
24854400,0,0
24858000,0,0
24861600,0,0
24865200,0,0
24868800,1,1
24872400,1,1
24876000,1,1
24879600,1,1
24883200,1,1
24886800,1,1
24890400,1,1
24894000,1,1
24897600,1,1
24901200,1,1
24904800,1,1
24908400,1,1
24912000,0,0
24915600,0,0
24919200,0,0
24922800,0,0
24926400,0,0
24930000,0,0
24933600,0,0
24937200,0,0
24940800,0,0
24944400,0,0
24948000,0,0
24951600,0,0
24955200,1,1
24958800,1,1
24962400,1,1
24966000,1,1
24969600,1,1
24973200,1,1
24976800,1,1
24980400,1,1
24984000,1,1
24987600,1,1
24991200,1,1
24994800,1,1
24998400,0,0
25002000,0,0
25005600,0,0
25009200,0,0
25012800,0,0
25016400,0,0
25020000,0,0
25023600,0,0
25027200,0,0
25030800,0,0
25034400,0,0
25038000,0,0
25041600,1,1
25045200,1,1
25048800,1,1
25052400,1,1
25056000,1,1
25059600,1,1
25063200,1,1
25066800,1,1
25070400,1,1
25074000,1,1
25077600,1,1
25081200,1,1
25084800,0,0
25088400,0,0
25092000,0,0
25095600,0,0
25099200,0,0
25102800,0,0
25106400,0,0
25110000,0,0
25113600,0,0
25117200,0,0
25120800,0,0
25124400,0,0
25128000,1,1
25131600,1,1
25135200,1,1
25138800,1,1
25142400,1,1
25146000,1,1
25149600,1,1
25153200,1,1
25156800,1,1
25160400,1,1
25164000,1,1
25167600,1,1
25171200,0,0
25174800,0,0
